shipment_id,order_date,warehouse,destination_region,vehicle_type,distance_km,weight_kg,shipment_count,warehouse_processing_hours,traffic_level,weather,delivery_days,promised_days,delay_flag,shipping_cost,delay_reason
SHP0418,2027-02-22,Delhi,East,Bike,229.6,25.5,1,2.2,Low,Clear,6.04,4.0,1,767.78,Route Congestion
SHP0419,2027-02-23,Lucknow,Central,Bike,377.9,21.2,3,10.8,Low,Clear,9.9,4.0,1,1112.33,Warehouse Delay
SHP0420,2027-02-24,Jaipur,West,Van,408.2,33.4,1,8.9,Medium,Clear,8.66,4.0,1,1270.44,Traffic
SHP0421,2027-02-25,Bareilly,East,Bike,296.9,17.5,3,11.4,High,Clear,8.06,4.0,1,996.92,Warehouse Delay
SHP0422,2027-02-26,Kanpur,West,Truck,204.4,10.9,4,8.6,Medium,Clear,5.17,2.5,1,650.23,Traffic
SHP0423,2027-02-27,Kanpur,Central,Van,193.3,17.0,4,7.8,Medium,Clear,4.47,2.5,1,707.96,Warehouse Delay
SHP0424,2027-02-28,Jaipur,North,Van,164.1,12.9,2,9.0,High,Clear,3.99,2.5,1,630.62,Route Congestion
SHP0425,2027-03-01,Jaipur,North,Bike,153.8,8.2,2,10.9,Medium,Cloudy,4.36,2.5,1,556.03,Warehouse Delay
SHP0426,2027-03-02,Delhi,East,Bike,166.3,2.1,4,9.5,Low,Cloudy,4.67,2.5,1,409.71,Weather
SHP0427,2027-03-03,Bareilly,West,Bike,40.4,12.7,2,9.0,High,Clear,1.99,1.5,1,329.12,Warehouse Delay
SHP0428,2027-03-04,Bareilly,Central,Truck,35.3,25.0,2,14.9,Medium,Clear,2.06,1.5,1,429.59,Warehouse Delay
SHP0429,2027-03-05,Delhi,Central,Van,328.2,1.1,4,13.7,Low,Clear,7.24,4.0,1,862.64,Weather
SHP0430,2027-03-06,Kanpur,West,Van,189.0,15.7,4,6.8,Medium,Clear,4.26,2.5,1,679.05,Weather
SHP0431,2027-03-07,Delhi,West,Bike,391.1,22.7,4,14.6,High,Cloudy,10.36,4.0,1,1202.92,Warehouse Delay
SHP0432,2027-03-08,Kanpur,West,Van,258.3,21.6,1,15.5,Low,Clear,6.03,4.0,1,833.24,Traffic
SHP0433,2027-03-09,Bareilly,Central,Van,17.7,27.3,4,3.6,Medium,Clear,0.71,1.5,0,437.16,None
SHP0434,2027-03-10,Delhi,West,Van,68.7,28.5,1,10.9,Low,Clear,2.19,1.5,1,448.62,Traffic
SHP0435,2027-03-11,Jaipur,Central,Van,88.8,25.1,3,5.9,Low,Clear,2.4,2.5,0,509.38,None
SHP0436,2027-03-12,Delhi,East,Bike,409.9,4.0,4,13.6,Low,Clear,10.73,4.0,1,1051.6,Warehouse Delay
SHP0437,2027-03-13,Jaipur,North,Truck,94.2,16.9,3,5.1,Medium,Clear,2.58,2.5,1,531.8,Route Congestion
SHP0438,2027-03-14,Bareilly,North,Bike,218.1,21.3,4,12.4,High,Rain,6.44,2.5,1,854.61,Warehouse Delay
SHP0439,2027-03-15,Delhi,Central,Truck,393.4,9.0,2,5.3,Low,Clear,8.79,4.0,1,997.35,Weather
SHP0440,2027-03-16,Lucknow,West,Bike,410.5,2.0,2,9.7,Low,Clear,10.43,4.0,1,967.68,Weather
SHP0441,2027-03-17,Bareilly,West,Bike,101.6,8.2,2,17.1,Low,Clear,3.7,2.5,1,380.75,Warehouse Delay
SHP0442,2027-03-18,Lucknow,Central,Truck,23.5,16.2,2,7.5,Low,Clear,1.11,1.5,0,261.28,None
SHP0443,2027-03-19,Delhi,East,Bike,67.1,14.8,3,15.9,Medium,Clear,2.79,1.5,1,395.1,Weather
SHP0444,2027-03-20,Jaipur,Central,Van,29.4,6.6,2,17.8,Medium,Clear,1.45,1.5,0,184.58,None
SHP0445,2027-03-21,Jaipur,North,Van,84.4,28.9,3,15.9,Medium,Cloudy,2.89,2.5,1,597.96,Warehouse Delay
SHP0446,2027-03-22,Kanpur,North,Bike,240.1,32.4,2,3.8,Medium,Clear,6.48,4.0,1,866.91,Route Congestion
SHP0447,2027-03-23,Lucknow,East,Van,383.5,7.4,2,14.9,Medium,Clear,8.43,4.0,1,975.0,Weather
SHP0448,2027-03-24,Bareilly,North,Truck,227.0,32.6,1,1.5,Low,Clear,5.21,4.0,1,841.87,Traffic
SHP0449,2027-03-25,Jaipur,East,Truck,264.0,1.1,3,7.7,Low,Clear,6.24,4.0,1,728.18,Route Congestion
SHP0450,2027-03-26,Lucknow,Central,Bike,87.2,32.4,4,15.8,High,Clear,3.22,2.5,1,632.29,Traffic
SHP0451,2027-03-27,Bareilly,North,Van,336.8,33.3,4,12.7,Medium,Cloudy,7.53,4.0,1,1123.51,Weather
SHP0452,2027-03-28,Bareilly,Central,Bike,260.6,0.9,2,10.1,High,Clear,7.09,4.0,1,693.11,Warehouse Delay
SHP0453,2027-03-29,Jaipur,West,Bike,363.3,26.8,2,7.6,High,Clear,9.45,4.0,1,1224.36,Weather
SHP0454,2027-03-30,Delhi,Central,Bike,398.7,34.0,3,14.8,Medium,Cloudy,10.7,4.0,1,1175.77,Route Congestion
SHP0455,2027-03-31,Jaipur,East,Truck,148.1,31.8,3,13.1,High,Clear,4.31,2.5,1,725.52,Weather
SHP0456,2027-04-01,Jaipur,West,Truck,40.8,34.0,1,9.0,Medium,Clear,1.57,1.5,1,576.32,Weather
SHP0457,2027-04-02,Delhi,Central,Van,97.2,19.5,3,16.2,Low,Clear,2.81,2.5,1,486.16,Route Congestion
SHP0458,2027-04-03,Kanpur,West,Van,185.6,3.2,1,4.9,Low,Cloudy,4.07,2.5,1,446.13,Weather
SHP0459,2027-04-04,Bareilly,East,Van,397.4,29.8,1,3.9,Low,Clear,8.24,4.0,1,1178.14,Route Congestion
SHP0460,2027-04-05,Delhi,Central,Van,160.8,21.7,3,11.9,Low,Cloudy,3.84,2.5,1,624.38,Warehouse Delay
SHP0461,2027-04-06,Kanpur,North,Van,324.4,21.7,1,17.5,Medium,Cloudy,7.46,4.0,1,1009.37,Traffic
SHP0462,2027-04-07,Delhi,Central,Van,228.4,14.9,2,5.2,Medium,Cloudy,5.15,4.0,1,788.54,Traffic
SHP0463,2027-04-08,Kanpur,East,Bike,79.2,20.2,3,5.2,Medium,Rain,2.63,1.5,1,476.68,Weather
SHP0464,2027-04-09,Jaipur,North,Bike,136.7,5.8,3,3.4,Medium,Cloudy,3.97,2.5,1,438.21,Weather
SHP0465,2027-04-10,Delhi,East,Truck,275.4,26.0,2,15.6,Low,Cloudy,6.72,4.0,1,922.66,Traffic
SHP0466,2027-04-11,Bareilly,West,Van,283.6,3.1,1,4.8,Medium,Cloudy,6.08,4.0,1,700.2,Traffic
SHP0467,2027-04-12,Delhi,West,Truck,184.3,25.7,4,9.6,Medium,Cloudy,4.58,2.5,1,714.38,Route Congestion
SHP0468,2027-04-13,Jaipur,Central,Bike,98.3,29.8,4,17.8,Low,Cloudy,3.58,2.5,1,510.95,Weather
SHP0469,2027-04-14,Delhi,East,Van,304.0,16.8,4,1.2,Low,Rain,6.26,4.0,1,843.02,Route Congestion
SHP0470,2027-04-15,Bareilly,North,Bike,73.4,18.1,3,10.5,Low,Clear,2.58,1.5,1,370.33,Traffic
SHP0471,2027-04-16,Kanpur,Central,Bike,393.6,11.3,2,9.7,Low,Clear,10.12,4.0,1,975.72,Traffic
SHP0472,2027-04-17,Bareilly,Central,Bike,81.4,33.9,4,14.7,High,Clear,2.98,2.5,1,659.07,Warehouse Delay
SHP0473,2027-04-18,Jaipur,Central,Bike,47.7,25.8,2,7.0,Medium,Cloudy,1.81,1.5,1,391.78,Route Congestion
SHP0474,2027-04-19,Jaipur,Central,Truck,210.5,13.2,1,8.0,Medium,Clear,5.32,2.5,1,548.35,Weather
SHP0475,2027-04-20,Kanpur,North,Bike,219.7,6.5,4,3.9,Low,Cloudy,5.79,2.5,1,587.32,Route Congestion
SHP0476,2027-04-21,Kanpur,North,Van,214.9,8.1,2,13.6,High,Cloudy,5.16,2.5,1,662.42,Warehouse Delay
SHP0477,2027-04-22,Bareilly,North,Van,185.1,16.5,4,14.3,Medium,Rain,4.73,2.5,1,648.27,Warehouse Delay
SHP0478,2027-04-23,Delhi,West,Van,417.8,33.0,2,3.3,Low,Clear,8.5,4.0,1,1317.45,Weather
SHP0479,2027-04-24,Kanpur,Central,Van,205.8,25.8,4,7.7,Medium,Cloudy,5.15,2.5,1,776.2,Route Congestion
SHP0480,2027-04-25,Delhi,West,Bike,202.3,7.9,3,16.2,Medium,Cloudy,5.98,2.5,1,647.88,Warehouse Delay
SHP0481,2027-04-26,Lucknow,West,Truck,178.9,30.2,2,1.0,Medium,Rain,4.26,2.5,1,754.77,Weather
SHP0482,2027-04-27,Bareilly,West,Truck,30.9,13.5,2,6.1,Low,Rain,1.52,1.5,1,255.45,Route Congestion
SHP0483,2027-04-28,Lucknow,West,Van,250.3,29.9,4,10.4,Medium,Clear,5.46,4.0,1,901.01,Warehouse Delay
SHP0484,2027-04-29,Kanpur,West,Van,98.1,8.8,1,6.7,Low,Clear,2.53,2.5,1,345.06,Route Congestion
SHP0485,2027-04-30,Jaipur,West,Bike,268.9,21.8,2,5.6,Low,Clear,7.23,4.0,1,816.56,Weather
SHP0486,2027-05-01,Lucknow,West,Truck,24.2,32.5,2,8.8,Low,Rain,1.31,1.5,0,419.48,None
SHP0487,2027-05-02,Lucknow,West,Bike,412.2,9.4,3,4.1,High,Clear,10.34,4.0,1,1118.56,Warehouse Delay
SHP0488,2027-05-03,Jaipur,Central,Bike,198.6,24.4,2,10.0,Low,Cloudy,5.47,2.5,1,682.53,Weather
SHP0489,2027-05-04,Kanpur,North,Bike,376.9,34.6,3,13.0,Medium,Cloudy,10.14,4.0,1,1267.45,Warehouse Delay
SHP0490,2027-05-05,Kanpur,East,Van,201.3,5.7,2,10.8,Low,Clear,4.72,2.5,1,568.03,Weather
SHP0491,2027-05-06,Bareilly,Central,Van,28.2,3.5,1,2.6,High,Clear,1.11,1.5,0,208.45,None
SHP0492,2027-05-07,Bareilly,West,Van,345.9,23.8,1,15.4,Medium,Clear,7.64,4.0,1,1049.98,Weather
SHP0493,2027-05-08,Kanpur,North,Van,273.3,12.2,3,4.0,High,Cloudy,5.93,4.0,1,850.46,Route Congestion
SHP0494,2027-05-09,Kanpur,Central,Bike,329.0,3.0,2,14.0,Low,Clear,8.81,4.0,1,772.98,Warehouse Delay
SHP0495,2027-05-10,Lucknow,West,Truck,181.5,16.9,2,7.1,Low,Clear,4.59,2.5,1,613.79,Warehouse Delay
SHP0496,2027-05-11,Jaipur,West,Van,269.0,26.5,3,14.3,Medium,Cloudy,6.35,4.0,1,906.11,Warehouse Delay
SHP0497,2027-05-12,Delhi,West,Van,360.0,10.3,2,4.5,Low,Clear,7.52,4.0,1,902.63,Weather
SHP0498,2027-05-13,Lucknow,Central,Bike,266.2,12.1,2,4.2,High,Cloudy,6.93,4.0,1,768.43,Weather
SHP0499,2027-05-14,Bareilly,East,Truck,148.0,29.7,1,9.4,High,Clear,3.87,2.5,1,704.95,Weather
SHP0500,2027-05-15,Jaipur,West,Bike,279.3,18.4,2,1.6,Medium,Clear,7.21,4.0,1,884.94,Traffic
